"id"	"name"	"tc"	"exid"	"exname"	"fullname"
"gnl|TC-DB|P16482|2.A.1.6.1"	"Citrate-proton symporter (Citrate transporter) (Citrate carrier protein) - Klebsiella pneumoniae."	"2.A.1.6.1"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|P16482|2.A.1.6.1 Citrate-proton symporter (Citrate transporter) (Citrate carrier protein) - Klebsiella pneumoniae."
"gnl|TC-DB|P16552|2.A.1.5.2"	"Raffinose permease - Escherichia coli."	"2.A.1.5.2"	"EX_raffin(e)"	"raffinose"	"gnl|TC-DB|P16552|2.A.1.5.2 Raffinose permease - Escherichia coli."
"gnl|TC-DB|P17334|4.A.3.2.1"	"PTS SYSTEM, CELLOBIOSE-SPECIFIC IIC COMPONENT (EIIC-CEL) (CELLOBIOSE- PERMEASE IIC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, C COMPONENT) - Escherichia coli."	"4.A.3.2.1"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|P17334|4.A.3.2.1 PTS SYSTEM, CELLOBIOSE-SPECIFIC IIC COMPONENT (EIIC-CEL) (CELLOBIOSE- PERMEASE IIC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, C COMPONENT) - Escherichia coli."
"gnl|TC-DB|P18156|1.A.8.2.1"	"GLYCEROL UPTAKE FACILITATOR PROTEIN - Bacillus subtilis."	"1.A.8.2.1"	"EX_glyc(e)"	"Glycerol"	"gnl|TC-DB|P18156|1.A.8.2.1 GLYCEROL UPTAKE FACILITATOR PROTEIN - Bacillus subtilis."
"gnl|TC-DB|P19634|2.A.36.1.13"	"Sodium/hydrogen exchanger 1"	"2.A.36.1.13"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|P19634|2.A.36.1.13 Sodium/hydrogen exchanger 1 OS=Homo sapiens GN=SLC9A1 PE=1 SV=2"
"gnl|TC-DB|P19642|4.A.1.1.3"	"PTS system, maltose and glucose-specific IIABC component (Maltose and glucose-permease IIABC component) (Phosphotransferase enzyme II, ABC component)"	"4.A.1.1.3"	"EX_malt(e);EX_glc(e)"	"Maltose;glucose"	"gnl|TC-DB|P19642|4.A.1.1.3 PTS system, maltose and glucose-specific IIABC component (Maltose and glucose-permease IIABC component) (Phosphotransferase enzyme II, ABC component) (EC 2.7.1.69) - Escherichia coli."
"gnl|TC-DB|P20166|4.A.1.1.9"	"PTS system, glucose-specific IICBA component (EIICBA-Glc) (Glucose- permease IICBA component) (Phosphotransferase enzyme II, CBA component)"	"4.A.1.1.9"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P20166|4.A.1.1.9 PTS system, glucose-specific IICBA component (EIICBA-Glc) (Glucose- permease IICBA component) (Phosphotransferase enzyme II, CBA component) (EC 2.7.1.69) (EII-Glc/EIII-Glc) - Bacillus subtilis."
"gnl|TC-DB|P20966|4.A.2.1.1"	"PTS SYSTEM, FRUCTOSE-SPECIFIC IIBC COMPONENT (EIIBC-FRU) (FRUCTOSE- PERMEASE IIBC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, BC COMPONENT)"	"4.A.2.1.1"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P20966|4.A.2.1.1 PTS SYSTEM, FRUCTOSE-SPECIFIC IIBC COMPONENT (EIIBC-FRU) (FRUCTOSE- PERMEASE IIBC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, BC COMPONENT) (EC 2.7.1.69) (EII-FRU) - Escherichia coli."
"gnl|TC-DB|P21608|2.A.24.3.1"	"CITRATE-SODIUM SYMPORT (CITRATE TRANSPORTER) (CITRATE CARRIER PROTEIN) - Lactococcus lactis (subsp. lactis) (Streptococcus lactis)."	"2.A.24.3.1"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|P21608|2.A.24.3.1 CITRATE-SODIUM SYMPORT (CITRATE TRANSPORTER) (CITRATE CARRIER PROTEIN) - Lactococcus lactis (subsp. lactis) (Streptococcus lactis)."
"gnl|TC-DB|P21906|2.A.1.1.4"	"Glucose facilitated diffusion protein - Zymomonas mobilis."	"2.A.1.1.4"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P21906|2.A.1.1.4 Glucose facilitated diffusion protein - Zymomonas mobilis."
"gnl|TC-DB|P22340|1.B.3.1.2"	"SUCROSE PORIN PRECURSOR - Salmonella typhimurium."	"1.B.3.1.2"	"EX_sucr(e)"	"Sucrose"	"gnl|TC-DB|P22340|1.B.3.1.2 SUCROSE PORIN PRECURSOR - Salmonella typhimurium."
"gnl|TC-DB|P22732|2.A.1.1.13"	"2.A.1.1.13 Solute carrier family 2, facilitated glucose transporter member 5"	"2.A.1.1.13"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P22732|2.A.1.1.13 2.A.1.1.13 Solute carrier family 2, facilitated glucose transporter member 5"
"gnl|TC-DB|P23585|2.A.1.1.111"	"High-affinity glucose transporter HXT2"	"2.A.1.1.111"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P23585|2.A.1.1.111 High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"gnl|TC-DB|P23900|1.A.8.5.1"	"GLYCEROL UPTAKE/EFFLUX FACILITATOR PROTEIN - Saccharomyces cerevisiae (Baker's yeast)."	"1.A.8.5.1"	"EX_glyc(e)"	"Glycerol"	"gnl|TC-DB|P23900|1.A.8.5.1 GLYCEROL UPTAKE/EFFLUX FACILITATOR PROTEIN - Saccharomyces cerevisiae (Baker's yeast)."
"gnl|TC-DB|P23936|2.A.2.2.1"	"LACTOSE PERMEASE (LACTOSE-PROTON SYMPORT) (LACTOSE TRANSPORT PROTEIN) - Streptococcus thermophilus."	"2.A.2.2.1"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|P23936|2.A.2.2.1 LACTOSE PERMEASE (LACTOSE-PROTON SYMPORT) (LACTOSE TRANSPORT PROTEIN) - Streptococcus thermophilus."
"gnl|TC-DB|P24183|5.A.3.2.1"	"Formate dehydrogenase, nitrate-inducible, major subunit"	"5.A.3.2.1"	"EX_for(e)"	"formate"	"gnl|TC-DB|P24183|5.A.3.2.1 Formate dehydrogenase, nitrate-inducible, major subunit (EC 1.2.1.2) (Formate dehydrogenase-N alpha subunit) (FDH-N alpha subunit) (Anaerobic formate dehydrogenase major subunit) - Escherichia coli."
"gnl|TC-DB|P24241|4.A.1.2.3"	"PTS SYSTEM, ARBUTIN-, CELLOBIOSE-, AND SALICIN-SPECIFIC IIABC COMPONENT (EIIABC-ASC) (ARBUTIN-, CELLOBIOSE-, AND SALICIN-PERMEASE IIABC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, ABC COMPONENT)"	"4.A.1.2.3"	"EX_salcn(e);EX_cellb(e)"	"Salicin;cellobiose"	"gnl|TC-DB|P24241|4.A.1.2.3 PTS SYSTEM, ARBUTIN-, CELLOBIOSE-, AND SALICIN-SPECIFIC IIABC COMPONENT (EIIABC-ASC) (ARBUTIN-, CELLOBIOSE-, AND SALICIN-PERMEASE IIABC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, ABC COMPONENT) (EC 2.7.1.69) (EII-ASC) - Escherichia co"
"gnl|TC-DB|P25527|2.A.3.1.4"	"GABA permease (4-amino butyrate transport carrier) (Gamma- aminobutyrate permease) - Escherichia coli."	"2.A.3.1.4"	"EX_but(e)"	"Butyrate"	"gnl|TC-DB|P25527|2.A.3.1.4 GABA permease (4-amino butyrate transport carrier) (Gamma- aminobutyrate permease) - Escherichia coli."
"gnl|TC-DB|P25794|1.A.8.11.1"	"WATER-STRESS INDUCED TONOPLAST INTRINSIC PROTEIN (WSI-TIP) (TURGOR- RESPONSIVE PROTEIN 7A) - Pisum sativum (Garden pea)."	"1.A.8.11.1"	"EX_h2o(e)"	"Water"	"gnl|TC-DB|P25794|1.A.8.11.1 WATER-STRESS INDUCED TONOPLAST INTRINSIC PROTEIN (WSI-TIP) (TURGOR- RESPONSIVE PROTEIN 7A) - Pisum sativum (Garden pea)."
"gnl|TC-DB|P26379|4.A.6.1.2"	"PTS system, fructose-specific IIA component (EIIA-FRU) (Fructose- permease IIA component) (Phosphotransferase enzyme II, A component)"	"4.A.6.1.2"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P26379|4.A.6.1.2 PTS system, fructose-specific IIA component (EIIA-FRU) (Fructose- permease IIA component) (Phosphotransferase enzyme II, A component) (EC 2.7.1.69) (P16) - Bacillus subtilis."
"gnl|TC-DB|P26380|4.A.6.1.2"	"PTS system, fructose-specific IIB component (EIIB-FRU) (Fructose- permease IIB component) (Phosphotransferase enzyme II, B component)"	"4.A.6.1.2"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P26380|4.A.6.1.2 PTS system, fructose-specific IIB component (EIIB-FRU) (Fructose- permease IIB component) (Phosphotransferase enzyme II, B component) (EC 2.7.1.69) (P18) - Bacillus subtilis."
"gnl|TC-DB|P26381|4.A.6.1.2"	"PTS system, fructose-specific IIC component (EIIC-FRU) (Fructose- permease IIC component) (Phosphotransferase enzyme II, C component) (P28) - Bacillus subtilis."	"4.A.6.1.2"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P26381|4.A.6.1.2 PTS system, fructose-specific IIC component (EIIC-FRU) (Fructose- permease IIC component) (Phosphotransferase enzyme II, C component) (P28) - Bacillus subtilis."
"gnl|TC-DB|P26382|4.A.6.1.2"	"PTS system, fructose-specific IID component (EIID-FRU) (Fructose- permease IID component) (Phosphotransferase enzyme II, D component) (P30) - Bacillus subtilis."	"4.A.6.1.2"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P26382|4.A.6.1.2 PTS system, fructose-specific IID component (EIID-FRU) (Fructose- permease IID component) (Phosphotransferase enzyme II, D component) (P30) - Bacillus subtilis."
"gnl|TC-DB|P26431|2.A.36.1.1"	"SODIUM/HYDROGEN EXCHANGER 1 (NA(+)/H(+) EXCHANGER 1) (NHE-1) - Rattus norvegicus (Rat)."	"2.A.36.1.1"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|P26431|2.A.36.1.1 SODIUM/HYDROGEN EXCHANGER 1 (NA(+)/H(+) EXCHANGER 1) (NHE-1) - Rattus norvegicus (Rat)."
"gnl|TC-DB|P26433|2.A.36.1.2"	"SODIUM/HYDROGEN EXCHANGER 3 (NA(+)/H(+) EXCHANGER 3) (NHE-3) - Rattus norvegicus (Rat)."	"2.A.36.1.2"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|P26433|2.A.36.1.2 SODIUM/HYDROGEN EXCHANGER 3 (NA(+)/H(+) EXCHANGER 3) (NHE-3) - Rattus norvegicus (Rat)."
"gnl|TC-DB|P27125|2.A.7.6.1"	"L-rhamnose-proton symport (L-rhamnose-H+ transport protein) - Escherichia coli."	"2.A.7.6.1"	"EX_rmn(e)"	"L-Rhamnose"	"gnl|TC-DB|P27125|2.A.7.6.1 L-rhamnose-proton symport (L-rhamnose-H+ transport protein) - Escherichia coli."
"gnl|TC-DB|P29822|3.A.1.1.4"	"Lactose-binding protein precursor (LBP) - Agrobacterium radiobacter."	"3.A.1.1.4"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|P29822|3.A.1.1.4 Lactose-binding protein precursor (LBP) - Agrobacterium radiobacter."
"gnl|TC-DB|P29823|3.A.1.1.4"	"Lactose transport system permease protein lacF - Agrobacterium radiobacter."	"3.A.1.1.4"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|P29823|3.A.1.1.4 Lactose transport system permease protein lacF - Agrobacterium radiobacter."
"gnl|TC-DB|P29824|3.A.1.1.4"	"Lactose transport system permease protein lacG - Agrobacterium radiobacter."	"3.A.1.1.4"	"EX_lcts(e)"	"lactose"	"gnl|TC-DB|P29824|3.A.1.1.4 Lactose transport system permease protein lacG - Agrobacterium radiobacter."
"gnl|TC-DB|P29972|1.A.8.8.1"	"AQUAPORIN-CHIP (WATER CHANNEL PROTEIN FOR RED BLOOD CELLS AND KIDNEY PROXIMAL TUBULE) (AQUAPORIN 1) (AQP-1) (URINE WATER CHANNEL) - Homo sapiens (Human)."	"1.A.8.8.1"	"EX_h2o(e)"	"Water"	"gnl|TC-DB|P29972|1.A.8.8.1 AQUAPORIN-CHIP (WATER CHANNEL PROTEIN FOR RED BLOOD CELLS AND KIDNEY PROXIMAL TUBULE) (AQUAPORIN 1) (AQP-1) (URINE WATER CHANNEL) - Homo sapiens (Human)."
"gnl|TC-DB|P30000|2.A.1.5.3"	"Sucrose transport protein (Sucrose permease) - Escherichia coli."	"2.A.1.5.3"	"EX_sucr(e)"	"Sucrose"	"gnl|TC-DB|P30000|2.A.1.5.3 Sucrose transport protein (Sucrose permease) - Escherichia coli."
"gnl|TC-DB|P31602|2.A.24.1.1"	"CITRATE-SODIUM SYMPORT (CITRATE TRANSPORTER) (CITRATE CARRIER PROTEIN) - Klebsiella pneumoniae."	"2.A.24.1.1"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|P31602|2.A.24.1.1 CITRATE-SODIUM SYMPORT (CITRATE TRANSPORTER) (CITRATE CARRIER PROTEIN) - Klebsiella pneumoniae."
"gnl|TC-DB|P31636|2.A.21.3.4"	"SODIUM/GLUCOSE COTRANSPORTER 3 (NA(+)/GLUCOSE COTRANSPORTER 3) (LOW AFFINITY SODIUM-GLUCOSE COTRANSPORTER) - Sus scrofa (Pig)."	"2.A.21.3.4"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P31636|2.A.21.3.4 SODIUM/GLUCOSE COTRANSPORTER 3 (NA(+)/GLUCOSE COTRANSPORTER 3) (LOW AFFINITY SODIUM-GLUCOSE COTRANSPORTER) - Sus scrofa (Pig)."
"gnl|TC-DB|P31639|2.A.21.3.16"	"Sodium/glucose cotransporter 2"	"2.A.21.3.16"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P31639|2.A.21.3.16 Sodium/glucose cotransporter 2 OS=Homo sapiens GN=SLC5A2 PE=1 SV=1"
"gnl|TC-DB|P32089|2.A.29.7.1"	"TRICARBOXYLATE TRANSPORT PROTEIN PRECURSOR (CITRATE TRANSPORT PROTEIN) (CTP) (TRICARBOXYLATE CARRIER PROTEIN) - Rattus norvegicus (Rat)."	"2.A.29.7.1"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|P32089|2.A.29.7.1 TRICARBOXYLATE TRANSPORT PROTEIN PRECURSOR (CITRATE TRANSPORT PROTEIN) (CTP) (TRICARBOXYLATE CARRIER PROTEIN) - Rattus norvegicus (Rat)."
"gnl|TC-DB|P32154|4.A.2.1.25"	"Fructose-like PTS system EIIBC component"	"4.A.2.1.25"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P32154|4.A.2.1.25 Fructose-like PTS system EIIBC component OS=Escherichia coli (strain K12) GN=frvB PE=3 SV=2"
"gnl|TC-DB|P32155|4.A.2.1.25"	"Fructose-like phosphotransferase enzyme IIA component"	"4.A.2.1.25"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P32155|4.A.2.1.25 Fructose-like phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=frvA PE=3 SV=2"
"gnl|TC-DB|P32465|2.A.1.1.108"	"Low-affinity glucose transporter HXT1"	"2.A.1.1.108"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P32465|2.A.1.1.108 Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"gnl|TC-DB|P32467|2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."	"2.A.1.1.30"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P32467|2.A.1.1.30 Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"gnl|TC-DB|P32672|4.A.2.1.10"	"Fructose-like permease IIC component 2"	"4.A.2.1.10"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P32672|4.A.2.1.10 Fructose-like permease IIC component 2 OS=Escherichia coli (strain K12) GN=frwC PE=3 SV=1"
"gnl|TC-DB|P32676|4.A.2.1.10"	"Fructose-like phosphotransferase enzyme IIB component 3"	"4.A.2.1.10"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|P32676|4.A.2.1.10 Fructose-like phosphotransferase enzyme IIB component 3 OS=Escherichia coli (strain K12) GN=frwD PE=3 SV=1"
"gnl|TC-DB|P33231|2.A.14.1.1"	"L-LACTATE PERMEASE - Escherichia coli."	"2.A.14.1.1"	"EX_lac_L(e)"	"L-Lactate"	"gnl|TC-DB|P33231|2.A.14.1.1 L-LACTATE PERMEASE - Escherichia coli."
"gnl|TC-DB|P35839|1.A.16.2.1"	"Probable formate transporter"	"1.A.16.2.1"	"EX_for(e)"	"formate"	"gnl|TC-DB|P35839|1.A.16.2.1 Probable formate transporter OS=Methanobacterium formicicum GN=fdhC PE=3 SV=1"
"gnl|TC-DB|P36672|4.A.1.2.4"	"PTS SYSTEM, TREHALOSE-SPECIFIC IIBC COMPONENT (EIIBC-TRE) (TREHALOSE- PERMEASE IIBC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, BC COMPONENT)"	"4.A.1.2.4"	"EX_tre(e)"	"trehalose"	"gnl|TC-DB|P36672|4.A.1.2.4 PTS SYSTEM, TREHALOSE-SPECIFIC IIBC COMPONENT (EIIBC-TRE) (TREHALOSE- PERMEASE IIBC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, BC COMPONENT) (EC 2.7.1.69) (EII-TRE) - Escherichia coli."
"gnl|TC-DB|P37387|3.A.1.2.4"	"D-xylose-binding periplasmic protein precursor - Escherichia coli."	"3.A.1.2.4"	"EX_xyl_D(e)"	"Xylose"	"gnl|TC-DB|P37387|3.A.1.2.4 D-xylose-binding periplasmic protein precursor - Escherichia coli."
"gnl|TC-DB|P37388|3.A.1.2.4"	"D-xylose transport ATP-binding protein xylG - Escherichia coli."	"3.A.1.2.4"	"EX_xyl_D(e)"	"Xylose"	"gnl|TC-DB|P37388|3.A.1.2.4 D-xylose transport ATP-binding protein xylG - Escherichia coli."
"gnl|TC-DB|P39414|2.A.47.3.3"	"PUTATIVE TARTRATE CARRIER (TARTRATE TRANSPORTER) (TARTRATE/SUCCINATE ANTIPORTER) - Escherichia coli."	"2.A.47.3.3"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|P39414|2.A.47.3.3 PUTATIVE TARTRATE CARRIER (TARTRATE TRANSPORTER) (TARTRATE/SUCCINATE ANTIPORTER) - Escherichia coli."
"gnl|TC-DB|P39794|4.A.1.2.8"	"Probable PTS system, trehalose-specific IIBC component (EIIBC-Tre) (Trehalose-permease IIBC component) (Phosphotransferase enzyme II, BC component)"	"4.A.1.2.8"	"EX_tre(e)"	"trehalose"	"gnl|TC-DB|P39794|4.A.1.2.8 Probable PTS system, trehalose-specific IIBC component (EIIBC-Tre) (Trehalose-permease IIBC component) (Phosphotransferase enzyme II, BC component) (EC 2.7.1.69) (EII-Tre) - Bacillus subtilis."
"gnl|TC-DB|P39835|2.A.8.1.4"	"High-affinity gluconate transporter (Gluconate permease) (Gnt-I system) - Escherichia coli."	"2.A.8.1.4"	"EX_glcn(e)"	"Gluconate"	"gnl|TC-DB|P39835|2.A.8.1.4 High-affinity gluconate transporter (Gluconate permease) (Gnt-I system) - Escherichia coli."
"gnl|TC-DB|P40420|2.A.7.5.4"	"Glucose uptake protein glcU"	"2.A.7.5.4"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P40420|2.A.7.5.4 Glucose uptake protein glcU OS=Bacillus subtilis GN=glcU PE=2 SV=2"
"gnl|TC-DB|P42308|2.A.11.1.2"	"CITRATE TRANSPORTER - Bacillus subtilis."	"2.A.11.1.2"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|P42308|2.A.11.1.2 CITRATE TRANSPORTER - Bacillus subtilis."
"gnl|TC-DB|P42909|4.A.6.1.5"	"PTS system, N-acetylgalactosamine-specific IIB component 1 (EIIB-AGA) (N-acetylgalactosamine-permease IIB component 1) (Phosphotransferase enzyme II, B component 1)"	"4.A.6.1.5"	"EX_acgal(e)"	"N-acetylgalactosamine"	"gnl|TC-DB|P42909|4.A.6.1.5 PTS system, N-acetylgalactosamine-specific IIB component 1 (EIIB-AGA) (N-acetylgalactosamine-permease IIB component 1) (Phosphotransferase enzyme II, B component 1) (EC 2.7.1.69) - Escherichia coli."
"gnl|TC-DB|P42911|4.A.6.1.5"	"PTS system, N-acetylgalactosamine-specific IID component (EIID-AGA) (N-acetylgalactosamine-permease IID component) (Phosphotransferase enzyme II, D component) - Escherichia coli."	"4.A.6.1.5"	"EX_acgal(e)"	"N-acetylgalactosamine"	"gnl|TC-DB|P42911|4.A.6.1.5 PTS system, N-acetylgalactosamine-specific IID component (EIID-AGA) (N-acetylgalactosamine-permease IID component) (Phosphotransferase enzyme II, D component) - Escherichia coli."
"gnl|TC-DB|P42956|4.A.2.1.5"	"PTS system, mannitol-specific IICBA component (EIICBA-Mtl) (Mannitol- permease IICBA component) (Phosphotransferase enzyme II, CBA component)"	"4.A.2.1.5"	"EX_mnl(e)"	"mannitol"	"gnl|TC-DB|P42956|4.A.2.1.5 PTS system, mannitol-specific IICBA component (EIICBA-Mtl) (Mannitol- permease IICBA component) (Phosphotransferase enzyme II, CBA component) (EC 2.7.1.69) (EII-Mtl) - Bacillus subtilis."
"gnl|TC-DB|P43466|2.A.2.2.2"	"RAFFINOSE CARRIER PROTEIN (RAFFINOSE PERMEASE) - Pediococcus pentosaceus."	"2.A.2.2.2"	"EX_raffin(e)"	"raffinose"	"gnl|TC-DB|P43466|2.A.2.2.2 RAFFINOSE CARRIER PROTEIN (RAFFINOSE PERMEASE) - Pediococcus pentosaceus."
"gnl|TC-DB|P46317|4.A.3.2.2"	"PTS SYSTEM, CELLOBIOSE-SPECIFIC IIC COMPONENT (EIIC-CEL) (CELLOBIOSE- PERMEASE IIC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, C COMPONENT) - Bacillus subtilis."	"4.A.3.2.2"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|P46317|4.A.3.2.2 PTS SYSTEM, CELLOBIOSE-SPECIFIC IIC COMPONENT (EIIC-CEL) (CELLOBIOSE- PERMEASE IIC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, C COMPONENT) - Bacillus subtilis."
"gnl|TC-DB|P46318|4.A.3.2.2"	"PTS SYSTEM, CELLOBIOSE-SPECIFIC IIB COMPONENT (EIIB-CEL) (CELLOBIOSE- PERMEASE IIB COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, B COMPONENT)"	"4.A.3.2.2"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|P46318|4.A.3.2.2 PTS SYSTEM, CELLOBIOSE-SPECIFIC IIB COMPONENT (EIIB-CEL) (CELLOBIOSE- PERMEASE IIB COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, B COMPONENT) (EC 2.7.1.69) - Bacillus subtilis."
"gnl|TC-DB|P46319|4.A.3.2.2"	"PTS SYSTEM, CELLOBIOSE-SPECIFIC IIA COMPONENT (EIIA-CEL) (CELLOBIOSE- PERMEASE IIA COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, A COMPONENT)"	"4.A.3.2.2"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|P46319|4.A.3.2.2 PTS SYSTEM, CELLOBIOSE-SPECIFIC IIA COMPONENT (EIIA-CEL) (CELLOBIOSE- PERMEASE IIA COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, A COMPONENT) (EC 2.7.1.69) (EIII-CEL) - Bacillus subtilis."
"gnl|TC-DB|P46349|2.A.3.1.5"	"GABA permease (4-amino butyrate transport carrier) (Gamma- aminobutyrate permease) - Bacillus subtilis."	"2.A.3.1.5"	"EX_but(e)"	"Butyrate"	"gnl|TC-DB|P46349|2.A.3.1.5 GABA permease (4-amino butyrate transport carrier) (Gamma- aminobutyrate permease) - Bacillus subtilis."
"gnl|TC-DB|P47862|1.A.8.9.1"	"AQUAPORIN 3 (31.4 KDA WATER CHANNEL PROTEIN) - Rattus norvegicus (Rat)."	"1.A.8.9.1"	"EX_h2o(e)"	"Water"	"gnl|TC-DB|P47862|1.A.8.9.1 AQUAPORIN 3 (31.4 KDA WATER CHANNEL PROTEIN) - Rattus norvegicus (Rat)."
"gnl|TC-DB|P48764|2.A.36.1.15"	"Sodium/hydrogen exchanger 3"	"2.A.36.1.15"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|P48764|2.A.36.1.15 Sodium/hydrogen exchanger 3 OS=Homo sapiens GN=SLC9A3 PE=1 SV=2"
"gnl|TC-DB|P49374|2.A.1.1.39"	"High-affinity glucose transporter - Kluyveromyces lactis (Yeast) (Candida sphaerica)."	"2.A.1.1.39"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P49374|2.A.1.1.39 High-affinity glucose transporter - Kluyveromyces lactis (Yeast) (Candida sphaerica)."
"gnl|TC-DB|P52280|1.A.8.2.3"	"Probable glycerol uptake facilitator protein"	"1.A.8.2.3"	"EX_glyc(e)"	"Glycerol"	"gnl|TC-DB|P52280|1.A.8.2.3 Probable glycerol uptake facilitator protein OS=Mycoplasma gallisepticum (strain R(low / passage 15 / clone 2)) GN=glpF PE=3 SV=2"
"gnl|TC-DB|P53007|2.A.29.7.2"	"Tricarboxylate transport protein, mitochondrial precursor (Citrate transport protein) (CTP) (Tricarboxylate carrier protein) - Homo sapiens (Human)."	"2.A.29.7.2"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|P53007|2.A.29.7.2 Tricarboxylate transport protein, mitochondrial precursor (Citrate transport protein) (CTP) (Tricarboxylate carrier protein) - Homo sapiens (Human)."
"gnl|TC-DB|P55069|2.A.11.1.1"	"MG2+/CITRATE COMPLEX SECONDARY TRANSPORTER - Bacillus subtilis."	"2.A.11.1.1"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|P55069|2.A.11.1.1 MG2+/CITRATE COMPLEX SECONDARY TRANSPORTER - Bacillus subtilis."
"gnl|TC-DB|P57057|2.A.1.4.7"	"Glycerol-3-phosphate transporter - Homo sapiens (Human)."	"2.A.1.4.7"	"EX_glyc(e)"	"Glycerol"	"gnl|TC-DB|P57057|2.A.1.4.7 Glycerol-3-phosphate transporter - Homo sapiens (Human)."
"gnl|TC-DB|P68183|3.A.1.1.1"	"Maltose transport system permease protein malG - Escherichia coli."	"3.A.1.1.1"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|P68183|3.A.1.1.1 Maltose transport system permease protein malG - Escherichia coli."
"gnl|TC-DB|P68187|3.A.1.1.1"	"Maltose/maltodextrin import ATP-binding protein malK - Escherichia coli."	"3.A.1.1.1"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|P68187|3.A.1.1.1 Maltose/maltodextrin import ATP-binding protein malK - Escherichia coli."
"gnl|TC-DB|P69783|4.A.1.1.1"	"Glucose-specific phosphotransferase enzyme IIA component - Escherichia coli."	"4.A.1.1.1"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P69783|4.A.1.1.1 Glucose-specific phosphotransferase enzyme IIA component - Escherichia coli."
"gnl|TC-DB|P69786|4.A.1.1.1"	"PTS system glucose-specific EIICB component - Escherichia coli."	"4.A.1.1.1"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|P69786|4.A.1.1.1 PTS system glucose-specific EIICB component - Escherichia coli."
