# gapseq version: 2.1.0 0779b300
# Transporter sequence DB md5sum: b99a77e (2024-08-26)
# genome_format=prot
id	tc	sub	sub_gapseq	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	34.8	4.01e-34	122	75.3	MYb71_2_1359 # 1397713 # 1398507 # -1 # ID=2_1359;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.575	24	246	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	34.6	1.95e-33	122	76.3	MYb71_2_666 # 666167 # 667246 # 1 # ID=2_666;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585	23	233	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	31.7	4.57e-33	121	81.7	MYb71_2_1086 # 1111585 # 1112652 # 1 # ID=2_1086;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.540	6	228	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	35	1.41e-33	120	81	MYb71_2_241 # 244102 # 244884 # -1 # ID=2_241;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.584	8	243	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	34.2	1.55e-32	120	80.6	MYb71_2_972 # 985333 # 986427 # 1 # ID=2_972;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.539	18	239	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	35.6	1.2e-33	120	81	MYb71_2_988 # 1004145 # 1004906 # -1 # ID=2_988;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	1	231	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	34.7	3.43e-33	119	79.9	MYb71_2_2005 # 2135711 # 2136445 # 1 # ID=2_2005;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	4	225	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	33.2	8.67e-33	119	89.2	MYb71_2_1284 # 1315479 # 1316324 # 1 # ID=2_1284;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.567	18	267	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	33	1.75e-32	119	78.9	MYb71_2_1329 # 1365254 # 1366255 # -1 # ID=2_1329;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.569	15	232	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	29.7	8.63e-32	118	80.3	MYb71_2_578 # 578763 # 579824 # -1 # ID=2_578;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.598	4	222	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	35.9	5.24e-33	118	81.4	MYb71_2_2005 # 2135711 # 2136445 # 1 # ID=2_2005;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.576	3	228	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	35.3	3.27e-32	117	76.1	MYb71_1_831 # 869096 # 869905 # 1 # ID=1_831;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.560	41	256	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	34.4	5.01e-32	116	76	MYb71_2_1418 # 1460604 # 1461368 # 1 # ID=2_1418;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.548	17	240	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	33.6	8.75e-32	115	79.9	MYb71_2_92 # 93006 # 93767 # -1 # ID=2_92;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.517	8	233	transporter
gnl|TC-DB|Q839D5|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D5|3.A.1.26.7	31.5	4.59e-31	115	97.1	MYb71_1_235 # 262526 # 263464 # -1 # ID=1_235;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.567	1	281	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	35.1	4.48e-31	114	77.5	MYb71_2_2146 # 2291468 # 2292223 # -1 # ID=2_2146;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.560	25	244	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	33.5	1.22e-30	113	78.9	MYb71_1_1902 # 1959960 # 1960808 # -1 # ID=1_1902;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.580	30	258	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	32.4	2.89e-29	113	80.3	MYb71_2_1216 # 1243323 # 1244927 # -1 # ID=2_1216;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.581	275	511	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	33.8	1.14e-29	112	75.1	MYb71_2_904 # 908493 # 909545 # 1 # ID=2_904;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.563	13	222	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	32.3	1.73e-29	110	77.5	MYb71_2_1777 # 1868606 # 1869403 # -1 # ID=2_1777;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.556	31	255	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	36.6	6.08e-29	108	80.3	MYb71_1_2286 # 2352590 # 2353330 # 1 # ID=1_2286;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.563	6	222	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	30.7	7.19e-28	107	81	MYb71_1_946 # 989579 # 990610 # 1 # ID=1_946;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.564	19	257	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	30	1.22e-26	104	79.2	MYb71_2_1905 # 2017182 # 2018261 # 1 # ID=2_1905;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.594	13	234	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	31.6	4.9e-27	103	76.8	MYb71_1_2130 # 2188134 # 2188982 # -1 # ID=1_2130;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.597	26	249	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	33.1	1.32e-25	103	84.1	MYb71_1_8 # 7772 # 9415 # -1 # ID=1_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585	24	282	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	33.8	2.18e-25	102	77.2	MYb71_1_2186 # 2255069 # 2257039 # 1 # ID=1_2186;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.620	16	233	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	31.1	1.51e-26	102	88.9	MYb71_2_1282 # 1313652 # 1314419 # 1 # ID=2_1282;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.577	1	237	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	30.5	1.07e-25	101	75.4	MYb71_1_1671 # 1703687 # 1704676 # -1 # ID=1_1671;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.583	25	243	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	33.3	6.33e-25	98.2	77.5	MYb71_2_1914 # 2027996 # 2028832 # 1 # ID=2_1914;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.584	10	232	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	29.3	5.68e-25	98.2	76.1	MYb71_2_49 # 49307 # 50125 # -1 # ID=2_49;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.554	26	247	transporter
gnl|TC-DB|Q839D4|3.A.1.26.7	3.A.1.26.7	Cobalt	Cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q839D4|3.A.1.26.7	32.3	1.47e-24	97.1	75.1	MYb71_2_1374 # 1413318 # 1414130 # 1 # ID=2_1374;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.556	4	210	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	22.4	1.25e-10	60.1	89.2	MYb71_1_1686 # 1722900 # 1725680 # -1 # ID=1_1686;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.552	47	481	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	21.9	9.67e-11	60.1	88.6	MYb71_2_1821 # 1918642 # 1920186 # -1 # ID=2_1821;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.594	46	475	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	22.3	2.36e-10	58.9	86.8	MYb71_1_8 # 7772 # 9415 # -1 # ID=1_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585	44	489	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	21.4	1.23e-09	56.6	89.2	MYb71_2_686 # 680753 # 682258 # 1 # ID=2_686;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.571	38	467	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	22.9	6.54e-08	51.2	85.4	MYb71_2_1664 # 1745581 # 1747107 # -1 # ID=2_1664;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.550	36	450	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	21.2	8.71e-08	50.8	94.1	MYb71_2_1468 # 1523150 # 1524685 # -1 # ID=2_1468;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.567	16	475	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	21.6	2.56e-06	46.2	83.8	MYb71_1_229 # 254550 # 256094 # -1 # ID=1_229;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.593	50	458	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	21.3	1.04e-05	44.3	89.7	MYb71_2_1477 # 1534634 # 1536157 # -1 # ID=2_1477;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.575	43	473	transporter
gnl|TC-DB|O29097|3.A.1.26.8	3.A.1.26.8	Biotin	Biotin	EX_cpd00104_e0	rxn05223	gnl|TC-DB|O29097|3.A.1.26.8	22.3	0.000131	40.8	89.2	MYb71_1_2594 # 2673876 # 2675438 # 1 # ID=1_2594;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.564	49	485	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	36.4	1.92e-41	142	80.7	MYb71_1_235 # 262526 # 263464 # -1 # ID=1_235;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.567	2	226	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	39.1	1.64e-40	142	80	MYb71_2_865 # 864597 # 865742 # 1 # ID=2_865;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.568	23	241	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	35.7	7.18e-37	135	76.6	MYb71_2_1929 # 2043030 # 2044715 # 1 # ID=2_1929;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.565	283	505	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	34.6	6.63e-37	132	89.2	MYb71_2_1007 # 1028923 # 1030056 # 1 # ID=2_1007;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.529	24	281	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	35.9	3.82e-36	130	83.5	MYb71_1_2011 # 2080261 # 2081409 # 1 # ID=1_2011;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.604	58	293	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	35.6	4.99e-36	130	76.3	MYb71_2_2009 # 2141002 # 2142198 # -1 # ID=2_2009;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.552	52	262	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	33.3	1.47e-34	128	77.9	MYb71_2_293 # 290253 # 291899 # 1 # ID=2_293;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.583	292	521	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	34.1	5.07e-35	126	82.8	MYb71_2_666 # 666167 # 667246 # 1 # ID=2_666;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585	6	233	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	37.7	1.29e-34	126	78.3	MYb71_2_1007 # 1028923 # 1030056 # 1 # ID=2_1007;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.529	33	251	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	36.4	2.62e-34	124	76.3	MYb71_1_930 # 971337 # 972413 # 1 # ID=1_930;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.557	28	238	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	33.5	2.19e-34	124	81	MYb71_2_1985 # 2112621 # 2113667 # -1 # ID=2_1985;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.591	2	223	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	34.6	2.14e-34	122	76.9	MYb71_2_1418 # 1460604 # 1461368 # 1 # ID=2_1418;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.548	17	251	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	33.3	3.15e-32	122	80.7	MYb71_2_1565 # 1631363 # 1633000 # 1 # ID=2_1565;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.609	298	533	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	35.2	2.33e-33	122	80	MYb71_2_954 # 966063 # 967124 # 1 # ID=2_954;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.581	9	227	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	35.1	1.04e-33	121	75.2	MYb71_2_1359 # 1397713 # 1398507 # -1 # ID=2_1359;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.575	24	248	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	33.3	8.75e-34	120	83.5	MYb71_2_1418 # 1460604 # 1461368 # 1 # ID=2_1418;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.548	1	243	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	30.7	2.16e-31	119	85.7	MYb71_2_1565 # 1631363 # 1633000 # 1 # ID=2_1565;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.609	304	540	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	35.4	1.17e-32	119	76.6	MYb71_1_1902 # 1959960 # 1960808 # -1 # ID=1_1902;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.580	23	245	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	31.9	6.5e-32	118	80.6	MYb71_2_1049 # 1074996 # 1076051 # -1 # ID=2_1049;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.552	4	225	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	35.3	1.39e-32	117	75.6	MYb71_2_1888 # 1999123 # 1999896 # -1 # ID=2_1888;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.593	26	244	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	36.2	1.03e-31	117	76.3	MYb71_2_1905 # 2017182 # 2018261 # 1 # ID=2_1905;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.594	25	241	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	32.2	9.73e-31	115	82.1	MYb71_2_1086 # 1111585 # 1112652 # 1 # ID=2_1086;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.540	1	225	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	30.9	1.13e-30	114	82.1	MYb71_1_903 # 940527 # 941561 # 1 # ID=1_903;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.596	4	228	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	32.4	1.81e-30	114	77.4	MYb71_2_1329 # 1365254 # 1366255 # -1 # ID=2_1329;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.569	19	232	transporter
gnl|TC-DB|Q03PY6.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY6.2|3.A.1.28.2	33.5	4.68e-31	114	75.2	MYb71_1_1977 # 2040701 # 2041504 # 1 # ID=1_1977;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.596	29	236	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	34.1	4.62e-30	113	80.3	MYb71_1_1940 # 1998066 # 1999181 # -1 # ID=1_1940;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.599	4	227	transporter
gnl|TC-DB|Q03PY5.2|3.A.1.28.2	3.A.1.28.2	Folate	Folate	EX_cpd00393_e0	rxn90019	gnl|TC-DB|Q03PY5.2|3.A.1.28.2	31.2	2.68e-31	113	82.8	MYb71_2_271 # 268677 # 269354 # -1 # ID=2_271;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.528	3	225	transporter
